_RAJ2000,_DEJ2000,X,CRTS,RAJ2000,DEJ2000,Vmax,l_Vmin,Vmin,Ndet,Det,Ref,Simbad,recno
21 00 43.9400,-00 52 11.700,,J210043.9-005212,21 00 43.94,-00 52 11.7,17.9,,,1,CSS090615:210044-005212,,Simbad,736
21 02 05.6900,+02 58 34.400,,J210205.7+025834,21 02 05.69,+02 58 34.4,16.0,,,6,CSS091017:210206+025834,,Simbad,737
21 03 56.6700,-21 47 27.000,,J210356.7-214727,21 03 56.67,-21 47 27.0,16.0,,,1,SSS110515:210357-214727,,Simbad,738
21 06 50.5600,+11 02 50.000,,J210650.6+110250,21 06 50.56,+11 02 50.0,16.1,>,19.9,1,CSS090924:210651+110250,,Simbad,739
21 07 04.5300,+01 44 15.900,,J210704.5+014416,21 07 04.53,+01 44 15.9,18.1,,,1,CSS090428:210705+014416,,Simbad,740
21 07 58.1300,-05 17 40.900,,J210758.1-051741,21 07 58.13,-05 17 40.9,14.9,,16.7,11,HU Aqr,,Simbad,741
21 08 20.6300,-13 49 09.100,,J210820.6-134909,21 08 20.63,-13 49 09.1,16.3,,19.7,2,MLS110701:210821-134909,,Simbad,742
21 08 37.6100,-10 51 48.100,,J210837.6-105148,21 08 37.61,-10 51 48.1,16.2,,,1,CSS090528:210838-105148,,Simbad,743
21 08 46.4400,-03 50 31.200,,J210846.4-035031,21 08 46.44,-03 50 31.2,15.0,,17.8,1,CSS110513:210846-035031,,Simbad,744
21 09 29.1500,-20 43 51.700,,J210929.1-204352,21 09 29.15,-20 43 51.7,16.0,,19.3,4,SEKBO 126041.3419,,Simbad,745
21 09 50.4800,+13 48 38.600,,J210950.5+134839,21 09 50.48,+13 48 38.6,17.9,,,2,PNV J21095047+1348396,,Simbad,746
21 09 54.1300,+16 30 52.000,,J210954.1+163052,21 09 54.13,+16 30 52.0,16.3,,18.9,3,CSS100404:210954+163052,II,Simbad,747
21 10 58.0100,-12 54 40.200,,J211058.0-125440,21 10 58.01,-12 54 40.2,17.3,,20.9,4,CSS090528:211058-125440,,Simbad,748
21 12 12.9700,-66 38 04.200,,J211213.0-663804,21 12 12.97,-66 38 04.2,14.0,,,1,SSS110528:211213-663804,,Simbad,749
21 12 29.5500,+12 32 04.600,,J211229.5+123205,21 12 29.55,+12 32 04.6,15.7,,,1,V0364 Peg,,Simbad,750
21 15 03.7100,-18 34 05.000,,J211503.7-183405,21 15 03.71,-18 34 05.0,17.8,,,1,MLS100623:211504-183405,,Simbad,751
21 15 50.8700,-00 07 15.800,,J211550.9-000716,21 15 50.87,-00 07 15.8,17.9,,,1,CSS090828:211551-000716,,Simbad,752
21 18 45.9900,+12 05 48.300,,J211846.0+120548,21 18 45.99,+12 05 48.3,16.9,,18.7,2,CSS091111:211846+120548,,Simbad,753
21 20 25.1200,+19 41 56.700,,J212025.1+194157,21 20 25.12,+19 41 56.7,16.3,,,1,CSS090817:212025+194157,,Simbad,754
21 20 39.6700,-16 47 52.000,,J212039.7-164752,21 20 39.67,-16 47 52.0,17.0,,21.4,2,CSS120718:212040-164752,,Simbad,755
21 25 21.7500,-10 26 27.400,,J212521.8-102627,21 25 21.75,-10 26 27.4,15.4,,20.4,2,CSS080927:212522-102627,,Simbad,756
21 25 55.0700,-03 24 05.900,,J212555.1-032406,21 25 55.07,-03 24 05.9,17.6,,,1,CSS080511:212555-032406,,Simbad,757
21 26 16.4300,+12 04 04.100,,J212616.4+120404,21 26 16.43,+12 04 04.1,,,,1,CSS080628:212616+120404,,Simbad,758
21 26 33.3400,+08 54 59.100,,J212633.3+085459,21 26 33.34,+08 54 59.1,17.0,,19.9,2,CSS100509:212633+085459,,Simbad,759
21 26 54.5500,-01 20 54.000,,J212654.5-012054,21 26 54.55,-01 20 54.0,18.1,,19.2,2,CSS120613:212655-012054,III,Simbad,760
21 30 24.6300,-02 59 17.700,,J213024.6-025918,21 30 24.63,-02 59 17.7,12.8,,16.8,2,VZ Aqr,,Simbad,761
21 33 09.4300,+15 50 04.300,,J213309.4+155004,21 33 09.43,+15 50 04.3,15.7,,,2,CSS080404:213309+155004,,Simbad,762
21 34 24.0100,-07 59 10.600,,J213424.0-075911,21 34 24.01,-07 59 10.6,16.9,,,1,CSS120529:213424-075911,,Simbad,763
21 34 32.3000,-01 20 40.100,,J213432.3-012040,21 34 32.30,-01 20 40.1,17.9,>,20.3,5,CSS081120:213432-012040,,Simbad,764
21 39 37.5800,-02 39 12.700,,J213937.6-023913,21 39 37.58,-02 39 12.7,14.3,,19.5,3,CSS091119:213938-023913,,Simbad,765
21 39 47.1100,+17 06 58.100,,J213947.1+170658,21 39 47.11,+17 06 58.1,17.4,>,20.3,2,CSS081201:213947+170658,,Simbad,766
21 41 13.1100,-03 30 47.000,,J214113.1-033047,21 41 13.11,-03 30 47.0,18.3,,,1,CSS110527:214113-033047,,Simbad,767
21 42 17.3700,-67 48 01.100,,J214217.4-674801,21 42 17.37,-67 48 01.1,14.1,,,1,SSS120731:214217-674801,,Simbad,768
21 44 26.4300,+22 20 24.400,,J214426.4+222024,21 44 26.43,+22 20 24.4,14.7,,17.1,1,CSS100520:214426+222024,II,Simbad,769
21 46 39.9400,+09 21 19.300,,J214639.9+092119,21 46 39.94,+09 21 19.3,18.6,,,1,CSS110613:214640+092119,,Simbad,770
21 47 38.4100,+24 45 53.900,,J214738.4+244554,21 47 38.41,+24 45 53.9,13.1,,17.5,1,CSS111004:214738+244554,,Simbad,771
21 48 04.4000,+08 09 50.500,,J214804.4+080951,21 48 04.40,+08 09 50.5,17.3,>,20.6,1,CSS080505:214804+080951,,Simbad,772
21 48 13.7000,-12 18 38.800,,J214813.7-121839,21 48 13.70,-12 18 38.8,17.4,>,21.4,1,CSS100606:214814-121839,,Simbad,773
21 48 42.5300,-00 07 23.500,,J214842.5-000723,21 48 42.53,-00 07 23.5,15.8,,,1,CSS071116:214843-000723,,Simbad,774
21 49 59.9400,+12 45 28.500,,J214959.9+124529,21 49 59.94,+12 45 28.5,,,,3,CSS090722:215000+124529,,Simbad,775
21 50 33.4400,+05 55 34.800,,J215033.4+055535,21 50 33.44,+05 55 34.8,17.3,,,1,CSS111024:215033+055535,,Simbad,776
21 50 37.7600,-21 57 18.800,,J215037.8-215719,21 50 37.76,-21 57 18.8,16.6,,,1,SSS110702:215038-215719,,Simbad,777
21 52 25.6800,-01 28 50.200,,J215225.7-012850,21 52 25.68,-01 28 50.2,16.8,,,2,CSS100916:215226-012850,III,Simbad,778
21 56 30.4600,-03 19 56.500,,J215630.5-031956,21 56 30.46,-03 19 56.5,17.2,,19.4,2,CSS090728:215630-031956,,Simbad,779
21 56 36.3200,+19 32 41.900,,J215636.3+193242,21 56 36.32,+19 32 41.9,17.0,,18.7,1,CSS090622:215636+193242,II,Simbad,780
21 58 15.2900,+09 47 09.200,,J215815.3+094709,21 58 15.29,+09 47 09.2,13.3,,17.4,2,CSS100615:215815+094709,II,Simbad,781
21 58 44.2500,-26 34 21.100,,J215844.2-263421,21 58 44.25,-26 34 21.1,16.0,,,1,SSS110920:215844-263421,,Simbad,782
22 00 18.5300,+25 45 50.800,,J220018.5+254551,22 00 18.53,+25 45 50.8,18.6,,,1,CSS111004:220019+254551,,Simbad,783
22 00 31.2300,+03 34 30.500,,J220031.2+033430,22 00 31.23,+03 34 30.5,16.2,,18.5,2,CSS100624:220031+033431,,Simbad,784
22 03 27.8800,+14 10 58.600,,J220327.9+141059,22 03 27.88,+14 10 58.6,17.1,,,1,CSS111021:220328+141059,,Simbad,785
22 04 49.7500,+05 48 52.300,,J220449.8+054852,22 04 49.75,+05 48 52.3,15.0,,18.8,4,CSS091019:220450+054852,,Simbad,786
22 05 53.9800,+11 55 53.800,,J220554.0+115554,22 05 53.98,+11 55 53.8,14.4,>,20.2,2,SDSS J220553.98+115553.7,I,Simbad,787
22 06 41.0600,+30 14 35.800,,J220641.1+301436,22 06 41.06,+30 14 35.8,17.0,,,1,CSS110921:220641+301436,,Simbad,788
22 08 57.4800,+20 04 39.700,,J220857.5+200440,22 08 57.48,+20 04 39.7,19.1,,,1,CSS110628:220857+200440,III,Simbad,789
22 10 09.9300,+18 54 18.200,,J221009.9+185418,22 10 09.93,+18 54 18.2,15.1,,18.9,1,CSS111227:221010+185418,,Simbad,790
22 11 28.7200,-03 05 15.800,,J221128.7-030516,22 11 28.72,-03 05 15.8,15.7,,19.4,1,CSS100519:221129-030516,,Simbad,791
22 12 31.9900,+16 01 40.300,,J221232.0+160140,22 12 31.99,+16 01 40.3,14.0,,18.9,3,CSS090911:221232+160140,,Simbad,792
22 13 44.0300,+17 32 51.900,X,J221344.0+173252,22 13 44.03,+17 32 51.9,16.0,,19.1,1,CSS090917:221344+173252,III,Simbad,793
22 15 19.7800,-00 32 56.700,,J221519.8-003257,22 15 19.78,-00 32 56.7,16.8,,,3,ROTSE3 J221519.8-003257.2,,Simbad,794
22 20 02.2700,+11 38 25.400,,J222002.3+113825,22 20 02.27,+11 38 25.4,17.7,,,1,CSS081230:222002+113825,,Simbad,795
22 24 16.2500,-29 24 21.700,,J222416.3-292422,22 24 16.25,-29 24 21.7,15.9,,19.5,1,2QZ J222416.2-292421,XI,Simbad,796
22 25 48.0600,+25 25 11.300,,J222548.1+252511,22 25 48.06,+25 25 11.3,16.4,,19.5,3,CSS091027:222548+252511,,Simbad,797
22 27 24.4900,+28 44 03.800,,J222724.5+284404,22 27 24.49,+28 44 03.8,14.5,,17.9,1,CSS090531:222724+284404,II,Simbad,798
22 28 24.1100,+13 49 44.100,,J222824.1+134944,22 28 24.11,+13 49 44.1,15.2,>,20.6,1,CSS100615:222824+134944,,Simbad,799
22 28 53.7200,+29 51 14.500,,J222853.7+295114,22 28 53.72,+29 51 14.5,16.0,,,2,CSS091110:222854+295114,,Simbad,800
22 30 02.9700,-14 58 34.700,,J223003.0-145835,22 30 02.97,-14 58 34.7,14.4,,,1,CSS090727:223003-145835,,Simbad,801
22 30 18.7800,+29 28 48.700,,J223018.8+292849,22 30 18.78,+29 28 48.7,17.2,,,1,CSS101010:223019+292849,,Simbad,802
22 30 58.3300,+21 01 47.000,,J223058.3+210147,22 30 58.33,+21 01 47.0,16.7,,,1,CSS080501:223058+210147,,Simbad,803
22 31 35.9900,+18 07 46.700,,J223136.0+180747,22 31 35.99,+18 07 46.7,18.2,>,20.2,1,CSS090911:223136+180747,,Simbad,804
22 32 14.1600,-16 11 37.600,,J223214.2-161138,22 32 14.16,-16 11 37.6,17.7,>,20.2,1,CSS111128:223214-161138,,Simbad,805
22 32 33.6600,+18 50 36.100,,J223233.7+185036,22 32 33.66,+18 50 36.1,16.5,,18.9,2,CSS100520:223234+185036,II,Simbad,806
22 32 35.4400,+30 41 05.000,,J223235.4+304105,22 32 35.44,+30 41 05.0,17.4,,,1,CSS081107:223235+304105,,Simbad,807
22 33 25.5800,+04 39 15.100,,J223325.6+043915,22 33 25.58,+04 39 15.1,16.5,,,1,CSS110918:223326+043915,,Simbad,808
22 34 18.4800,-03 55 30.100,,J223418.5-035530,22 34 18.48,-03 55 30.1,15.3,,20.3,6,CSS090910:223418-035530,III,Simbad,809
22 36 06.2800,+05 05 16.600,,J223606.3+050517,22 36 06.28,+05 05 16.6,17.6,,,1,CSS080611:223606+050517,,Simbad,810
22 39 09.7900,+25 03 31.000,,J223909.8+250331,22 39 09.79,+25 03 31.0,17.2,,19.2,1,CSS100521:223910+250331,,Simbad,811
22 39 58.2400,+23 18 37.300,,J223958.2+231837,22 39 58.24,+23 18 37.3,18.2,,,2,CSS090826:223958+231837,III,Simbad,812
22 39 58.3100,+34 23 05.100,,J223958.3+342305,22 39 58.31,+34 23 05.1,19.0,,,1,SDSS J223958.38+342305.7,,Simbad,813
22 41 59.8900,-66 25 12.100,,J224159.9-662512,22 41 59.89,-66 25 12.1,15.2,,18.6,1,SSS110720:224200-662512,,Simbad,814
22 42 53.4200,+17 25 38.200,,J224253.4+172538,22 42 53.42,+17 25 38.2,16.8,,19.7,7,CSS090622:224253+172538,,Simbad,815
22 43 48.4700,+08 09 27.100,,J224348.5+080927,22 43 48.47,+08 09 27.1,13.3,,,3,USNO-B1.0 0981-0723427,,Simbad,816
22 45 05.3700,+01 15 47.400,,J224505.4+011547,22 45 05.37,+01 15 47.4,16.8,,,4,CSS100624:224505+011547,,Simbad,817
22 47 36.4000,+25 04 36.300,,J224736.4+250436,22 47 36.40,+25 04 36.3,15.4,,,2,CSS120616:224736+250436,,Simbad,818
22 47 39.6900,-36 22 53.700,,J224739.7-362254,22 47 39.69,-36 22 53.7,11.0,,19.2,2,SSS120724:224740-362254,,Simbad,819
22 47 53.9100,+23 55 21.500,,J224753.9+235522,22 47 53.91,+23 55 21.5,15.4,>,20.1,1,CSS100521:224754+235522,,Simbad,820
22 48 14.4700,+33 12 24.300,,J224814.5+331224,22 48 14.47,+33 12 24.3,18.1,>,20.6,4,CSS091110:224814+331224,,Simbad,821
22 48 23.6600,-09 20 58.600,,J224823.7-092059,22 48 23.66,-09 20 58.6,16.0,,21.0,2,CSS081029:224824-092059,,Simbad,822
22 49 39.9400,-27 06 53.100,,J224939.9-270653,22 49 39.94,-27 06 53.1,12.0,,15.7,1,TY PsA,XII,Simbad,823
22 58 43.4800,+11 09 11.700,,J225843.5+110912,22 58 43.48,+11 09 11.7,12.9,,18.7,2,V0368 Peg,,Simbad,824
23 01 15.4000,+22 41 11.300,,J230115.4+224111,23 01 15.40,+22 41 11.3,16.8,,,1,CSS080923:230115+224111,,Simbad,825
23 03 41.7700,+17 17 55.000,,J230341.8+171755,23 03 41.77,+17 17 55.0,16.1,,,7,V0369 Peg,,Simbad,826
23 03 51.6400,+01 06 51.300,,J230351.6+010651,23 03 51.64,+01 06 51.3,14.2,,17.9,2,SDSS J230351.64+010651.0,I,Simbad,827
23 04 25.9000,+06 25 46.000,,J230425.9+062546,23 04 25.90,+06 25 46.0,13.8,>,20.9,1,Var Psc_2010,,Simbad,828
23 07 11.3500,+29 40 10.400,,J230711.3+294010,23 07 11.35,+29 40 10.4,17.4,>,20.7,1,CSS090926:230711+294010,,Simbad,829
23 08 53.7000,-29 43 59.800,,J230853.7-294360,23 08 53.70,-29 43 59.8,17.1,>,20.9,1,SSS110626:230854-294360,,Simbad,830
23 09 38.0400,+37 07 14.900,,J230938.0+370715,23 09 38.04,+37 07 14.9,17.5,,,1,CSS090819:230938+370715,,Simbad,831
23 11 42.7700,+20 40 36.000,,J231142.8+204036,23 11 42.77,+20 40 36.0,15.4,,18.2,5,CSS091108:231143+204036,,Simbad,832
23 15 31.8200,-30 48 48.400,,J231531.8-304848,23 15 31.82,-30 48 48.4,13.3,,16.8,1,CC Scl,XII,Simbad,833
23 15 52.3200,+27 10 36.800,,J231552.3+271037,23 15 52.32,+27 10 36.8,15.2,,19.5,4,CSS100610:231552+271037,,Simbad,834
23 19 09.1800,+33 15 39.800,X,J231909.2+331540,23 19 09.18,+33 15 39.8,16.4,,17.9,1,CSS111021:231909+331540,,Simbad,835
23 25 19.2000,-08 18 18.800,,J232519.2-081819,23 25 19.20,-08 18 18.8,12.9,,18.7,2,EG Aqr,,Simbad,836
23 25 51.4600,-01 40 23.800,,J232551.5-014024,23 25 51.46,-01 40 23.8,15.3,,18.2,3,CSS091116:232551-014024,,Simbad,837
23 26 19.4200,+28 26 49.900,,J232619.4+282650,23 26 19.42,+28 26 49.9,16.6,,19.1,7,CSS080930:232619+282650,,Simbad,838
23 27 16.2500,+41 31 49.100,,J232716.3+413149,23 27 16.25,+41 31 49.1,15.6,,18.4,1,CSS090929:232716+413149,II,Simbad,839
23 28 21.7700,+36 31 55.600,,J232821.8+363156,23 28 21.77,+36 31 55.6,17.7,,,1,CSS100505:232822+363156,,Simbad,840
23 29 00.4500,-29 46 46.000,,J232900.5-294646,23 29 00.45,-29 46 46.0,12.5,,18.1,1,VY Scl,,Simbad,841
23 30 03.0300,+30 33 00.500,X,J233003.0+303300,23 30 03.03,+30 33 00.5,16.6,,18.3,1,CSS111101:233003+303301,,Simbad,842
23 30 31.8500,+40 36 06.300,,J233031.8+403606,23 30 31.85,+40 36 06.3,17.8,>,19.6,1,CSS090915:233032+403606,,Simbad,843
23 32 32.5400,+39 13 15.200,,J233232.5+391315,23 32 32.54,+39 13 15.2,18.4,,,1,CSS081206:233233+391315,,Simbad,844
23 33 13.0000,-15 57 44.300,,J233313.0-155744,23 33 13.00,-15 57 44.3,17.2,,19.9,2,CSS111019:233313-155744,,Simbad,845
23 33 40.0400,-35 39 55.100,,J233340.0-353955,23 33 40.04,-35 39 55.1,19.0,,,1,SSS111019:233340-353955,,Simbad,846
23 34 23.2000,+39 14 22.800,,J233423.2+391423,23 34 23.20,+39 14 22.8,17.5,,,10,CSS080924:233423+391423,IV,Simbad,847
23 35 12.1400,-03 35 52.100,,J233512.1-033552,23 35 12.14,-03 35 52.1,19.7,,,1,MLS100917:233512-033552,,Simbad,848
23 38 48.6700,+28 19 55.000,,J233848.7+281955,23 38 48.67,+28 19 55.0,15.0,,17.9,1,NSV 14652,,Simbad,849
23 41 15.6000,-39 08 46.500,,J234115.6-390847,23 41 15.60,-39 08 46.5,16.3,,,2,SSS100716:234116-390847,,Simbad,850
23 42 42.3400,+34 13 30.800,,J234242.3+341331,23 42 42.34,+34 13 30.8,16.7,,,1,CSS111101:234242+341331,,Simbad,851
23 43 24.8500,+42 08 41.500,,J234324.9+420841,23 43 24.85,+42 08 41.5,15.6,,18.0,1,NSV 14681,,Simbad,852
23 44 40.5300,-00 12 05.800,,J234440.5-001206,23 44 40.53,-00 12 05.8,14.3,,20.1,2,MLS100904:234441-001206,,Simbad,853
23 48 14.7200,+18 12 19.600,,J234814.7+181220,23 48 14.72,+18 12 19.6,18.1,>,20.9,2,CSS110115:234815+181220,,Simbad,854
23 51 38.1300,-08 35 02.900,,J235138.1-083503,23 51 38.13,-08 35 02.9,17.0,,,1,SSS120518:235138-083503,,Simbad,855
